iter	F1	Logloss	F1:use_weights=true	F1:use_weights=false
471	0.9794175736	0.1657485412	0.9794175736	0.957578537
472	0.9793274813	0.165155177	0.9793274813	0.9573590096
473	0.9795667864	0.1649907918	0.9795667864	0.957597983
474	0.9795076825	0.1647744252	0.9795076825	0.9577981651
475	0.9797469895	0.1643188876	0.9797469895	0.9580371474
476	0.9809150478	0.1636560714	0.9809150478	0.9598531773
477	0.9813607567	0.1631000379	0.9813607567	0.959908362
478	0.9814828746	0.162384633	0.9814828746	0.9605504587
479	0.9814245982	0.1618583592	0.9814245982	0.9607528116
480	0.9815148607	0.1617854709	0.9815148607	0.9609733701
481	0.981366273	0.1615856184	0.981366273	0.9609554433
482	0.9814565679	0.1611178714	0.9814565679	0.9611762003
483	0.9817275522	0.1608332471	0.9817275522	0.9618390805
484	0.9815468794	0.1606618433	0.9815468794	0.9613970588
485	0.9814565679	0.1602384123	0.9814565679	0.9611762003
486	0.9824183992	0.1596177662	0.9824183992	0.9631845375
487	0.9825088446	0.1594841525	0.9825088446	0.963406214
488	0.983167201	0.1590891266	0.983167201	0.9643268124
489	0.9832576978	0.158892684	0.9832576978	0.9645488029
490	0.9832576978	0.1588742159	0.9832576978	0.9645488029
491	0.9826897852	0.1585025874	0.9826897852	0.9638498734
492	0.9825993066	0.1583188385	0.9825993066	0.9636279926
493	0.9827802806	0.1580216918	0.9827802806	0.9640718563
494	0.983109558	0.1579071587	0.983109558	0.9645324735
495	0.983767831	0.1575354229	0.983767831	0.965453708
496	0.9835292882	0.1573321648	0.9835292882	0.9652153882
497	0.983948976	0.1570404871	0.983948976	0.9658986175
498	0.9841301878	0.1566020408	0.9841301878	0.9663439373
499	0.9840729194	0.1562308313	0.9840729194	0.9665513264
500	0.9836198517	0.1557708909	0.9836198517	0.965437788
501	0.9833811962	0.1554702644	0.9833811962	0.9651993547
502	0.983175333	0.1550403056	0.983175333	0.96538994
503	0.9832659611	0.154720704	0.9832659611	0.9656127394
504	0.9832659611	0.1545211533	0.9832659611	0.9656127394
505	0.9835954892	0.1540421841	0.9835954892	0.9660743134
506	0.9847079158	0.1533733197	0.9847079158	0.9681146026
507	0.9844356742	0.1531085127	0.9844356742	0.9674440083
508	0.984980308	0.1526625524	0.984980308	0.9687861272
509	0.9854005415	0.1521082166	0.9854005415	0.9694727105
510	0.9854005415	0.1519264303	0.9854005415	0.9694727105
511	0.9854914065	0.1513549445	0.9854914065	0.9696969697
512	0.9853437322	0.1510792506	0.9853437322	0.9696829438
513	0.9854346302	0.1507217437	0.9854346302	0.9699074074
514	0.985252851	0.150400494	0.985252851	0.969458584
515	0.9854005415	0.150097543	0.9854005415	0.9694727105
516	0.9855822883	0.1496586483	0.9855822883	0.9699213327
517	0.9858550344	0.149413688	0.9858550344	0.9705950451
518	0.9856731869	0.1488279167	0.9856731869	0.9701457996
519	0.9861844297	0.1483763137	0.9861844297	0.9710581153
520	0.986036949	0.1479812912	0.986036949	0.971044707
521	0.9857983897	0.1474806288	0.9857983897	0.9708063021
522	0.9857983897	0.1473783108	0.9857983897	0.9708063021
523	0.9864573789	0.1469322389	0.9864573789	0.9717330862
524	0.9865483956	0.1466220357	0.9865483956	0.9719582851
525	0.9862189307	0.1462197358	0.9862189307	0.9714947856
526	0.9859803703	0.1459167424	0.9859803703	0.9712563746
527	0.9864920293	0.1456401284	0.9864920293	0.9721706865
528	0.9867304793	0.1455055297	0.9867304793	0.9724089961
529	0.9868215463	0.1451765889	0.9868215463	0.9726345083
530	0.9867304793	0.144801677	0.9867304793	0.9724089961
531	0.9866047145	0.1443440893	0.9866047145	0.9717461788
532	0.9867867322	0.14402644	0.9867867322	0.9721964782
533	0.9872070428	0.1435973049	0.9872070428	0.9728852839
534	0.9872070428	0.1431338716	0.9872070428	0.9728852839
535	0.9874802977	0.1428266579	0.9874802977	0.9735621521
536	0.9876625517	0.1425948789	0.9876625517	0.9740139211
537	0.987753704	0.1422964855	0.987753704	0.9742399629
538	0.9870037308	0.1416869574	0.9870037308	0.9730858469
539	0.9872981109	0.1412420151	0.9872981109	0.973110802
540	0.9872630694	0.1409516858	0.9872630694	0.9726725336
541	0.9873891959	0.1406870707	0.9873891959	0.9733364248
542	0.9873891959	0.1404468889	0.9873891959	0.9733364248
543	0.9873891959	0.1403195846	0.9873891959	0.9733364248
544	0.9879918209	0.1398961719	0.9879918209	0.9744779582
545	0.9876273107	0.1395666221	0.9876273107	0.9735744089
546	0.9876273107	0.1392031107	0.9876273107	0.9735744089
547	0.9878095322	0.1389343346	0.9878095322	0.974025974
548	0.9882298258	0.1386764787	0.9882298258	0.9747158432
549	0.9882298258	0.1384670382	0.9882298258	0.9747158432
550	0.98886837	0.1379092534	0.98886837	0.9763011152
551	0.9886858446	0.1376392971	0.9886858446	0.9758476544
552	0.9879714861	0.1375189249	0.9879714861	0.9751336277
553	0.9882097177	0.1374672313	0.9882097177	0.9753717472
554	0.9884478372	0.1369273353	0.9884478372	0.9756097561
555	0.9886858446	0.1367638574	0.9886858446	0.9758476544
556	0.9885033866	0.1364206236	0.9885033866	0.9753946147
557	0.9885946072	0.1363276087	0.9885946072	0.975621082
558	0.9885946072	0.1362192225	0.9885946072	0.975621082
559	0.9886858446	0.1358664191	0.9886858446	0.9758476544
560	0.9886858446	0.1354149765	0.9886858446	0.9758476544
561	0.98886837	0.1347156012	0.98886837	0.9763011152
562	0.98886837	0.1346026059	0.98886837	0.9763011152
563	0.9890509628	0.1344913636	0.9890509628	0.9767549977
564	0.9891422845	0.1341742857	0.9891422845	0.9769820972
565	0.9893249785	0.1337851169	0.9893249785	0.9774366132
566	0.9892336231	0.1334360397	0.9892336231	0.9772093023
567	0.9891422845	0.1331242876	0.9891422845	0.9769820972
568	0.9894715214	0.1326742328	0.9894715214	0.9774471053
569	0.98965425	0.1321774171	0.98965425	0.9779018376
570	0.9897456397	0.1318903711	0.9897456397	0.9781293625
571	0.9897456397	0.1315533181	0.9897456397	0.9781293625
572	0.9898370462	0.1311960741	0.9898370462	0.9783569933
573	0.9899284696	0.1309743281	0.9899284696	0.97858473
574	0.9899284696	0.1306924328	0.9899284696	0.97858473
575	0.9902943321	0.1303464159	0.9902943321	0.9794967381
576	0.990111367	0.1300768641	0.990111367	0.9790405217
577	0.990111367	0.129936135	0.990111367	0.9790405217
578	0.9902943321	0.1297629944	0.9902943321	0.9794967381
579	0.9900199099	0.1293363386	0.9900199099	0.9788125728
580	0.9900199099	0.1292191886	0.9900199099	0.9788125728
581	0.9899284696	0.1288742072	0.9899284696	0.97858473
582	0.99038584	0.1285714344	0.99038584	0.9797250058
583	0.9902028411	0.1281998293	0.9902028411	0.9792685768
584	0.9906236307	0.1281266321	0.9906236307	0.9799627213
585	0.990952835	0.1277777398	0.990952835	0.9804287046
586	0.9912275133	0.1274036199	0.9912275133	0.9811144789
587	0.9912275133	0.127208116	0.9912275133	0.9811144789
588	0.9913191066	0.1270171852	0.9913191066	0.9813432836
589	0.9913191066	0.1268494994	0.9913191066	0.9813432836
590	0.9914107168	0.1266161022	0.9914107168	0.981572195
591	0.9914107168	0.1264580203	0.9914107168	0.981572195
592	0.991135937	0.1260743303	0.991135937	0.9808857809
593	0.991135937	0.1258744278	0.991135937	0.9808857809
594	0.9914107168	0.1255390813	0.9914107168	0.981572195
595	0.9916482859	0.1251307841	0.9916482859	0.9818097015
596	0.991502344	0.1250219845	0.991502344	0.9818012133
597	0.991502344	0.1246920479	0.991502344	0.9818012133
598	0.9919607339	0.1241390651	0.9919607339	0.9829479094
599	0.9919607339	0.1240298857	0.9919607339	0.9829479094
600	0.991869022	0.1239332871	0.991869022	0.9827183559
601	0.9920148976	0.1236272346	0.9920148976	0.9827264239
602	0.9920148976	0.1235146008	0.9920148976	0.9827264239
603	0.9920148976	0.1233183249	0.9920148976	0.9827264239
604	0.9920148976	0.1232481028	0.9920148976	0.9827264239
605	0.9919607339	0.1229454202	0.9919607339	0.9829479094
606	0.9917773271	0.1227879775	0.9917773271	0.9824889096
607	0.991869022	0.1225157859	0.991869022	0.9827183559
608	0.9919607339	0.1224586482	0.9919607339	0.9829479094
609	0.991869022	0.1220924832	0.991869022	0.9827183559
610	0.991869022	0.1217183661	0.991869022	0.9827183559
611	0.991869022	0.121592703	0.991869022	0.9827183559
612	0.991869022	0.1212905509	0.991869022	0.9827183559
613	0.9920524627	0.120906013	0.9920524627	0.9831775701
614	0.9916313391	0.1207932711	0.9916313391	0.9824807288
615	0.9919607339	0.1204001159	0.9919607339	0.9829479094
616	0.9919607339	0.1202769106	0.9919607339	0.9829479094
617	0.9919607339	0.1200005427	0.9919607339	0.9829479094
618	0.9919607339	0.1197783979	0.9919607339	0.9829479094
619	0.9919607339	0.1196561675	0.9919607339	0.9829479094
620	0.9919607339	0.1195214418	0.9919607339	0.9829479094
621	0.9919607339	0.1192484957	0.9919607339	0.9829479094
622	0.9921442085	0.1190281743	0.9921442085	0.9834073382
623	0.9922359713	0.1188133049	0.9922359713	0.9836372137
624	0.9923277511	0.1185987763	0.9923277511	0.9838671966
625	0.9924195478	0.1183884203	0.9924195478	0.9840972872
626	0.9925113615	0.118183963	0.9925113615	0.9843274854
627	0.9929326138	0.1179054732	0.9929326138	0.985025737
628	0.9930244788	0.1177241044	0.9930244788	0.9852562602
629	0.9932082599	0.1172095129	0.9932082599	0.9857176305
630	0.9932082599	0.116893107	0.9932082599	0.9857176305
631	0.993392109	0.1165034548	0.993392109	0.9861794331
632	0.993392109	0.1163873221	0.993392109	0.9861794331
633	0.993484059	0.1160828974	0.993484059	0.9864104967
634	0.993484059	0.1158561485	0.993484059	0.9864104967
635	0.993484059	0.1157762628	0.993484059	0.9864104967
636	0.993484059	0.1157582296	0.993484059	0.9864104967
637	0.993484059	0.1156374774	0.993484059	0.9864104967
638	0.99381349	0.1153501613	0.99381349	0.9868791003
639	0.99381349	0.1151906848	0.99381349	0.9868791003
640	0.99381349	0.1150633982	0.99381349	0.9868791003
641	0.9939588742	0.1148359238	0.9939588742	0.9868852459
642	0.9939588742	0.1146359082	0.9939588742	0.9868852459
643	0.9939588742	0.1145162262	0.9939588742	0.9868852459
644	0.9942348281	0.1141452096	0.9942348281	0.9875790954
645	0.9942348281	0.1138463603	0.9942348281	0.9875790954
646	0.9942348281	0.1136308303	0.9942348281	0.9875790954
647	0.9941428265	0.1133617784	0.9941428265	0.9873477038
648	0.9940508418	0.1131725498	0.9940508418	0.9871164207
649	0.9938669235	0.1129126129	0.9938669235	0.9866541793
650	0.9939588742	0.1127590041	0.9939588742	0.9868852459
651	0.9937749899	0.1124853658	0.9937749899	0.986423221
652	0.9938669235	0.1121933116	0.9938669235	0.9866541793
653	0.9940508418	0.1120144665	0.9940508418	0.9871164207
654	0.9940508418	0.1118141459	0.9940508418	0.9871164207
655	0.9941428265	0.1116920347	0.9941428265	0.9873477038
656	0.9940508418	0.1114169232	0.9940508418	0.9871164207
657	0.9943800666	0.1111253662	0.9943800666	0.9875849145
658	0.9941041629	0.1108869919	0.9941041629	0.9868913858
659	0.9942880817	0.1106028964	0.9942880817	0.98735363
660	0.9942880817	0.1104880439	0.9942880817	0.98735363
661	0.9942880817	0.1102469152	0.9942880817	0.98735363
662	0.9942880817	0.1101896997	0.9942880817	0.98735363
663	0.9942880817	0.1100556122	0.9942880817	0.98735363
664	0.9943800666	0.1099225668	0.9943800666	0.9875849145
665	0.9943800666	0.109632015	0.9943800666	0.9875849145
666	0.9943800666	0.1095316751	0.9943800666	0.9875849145
667	0.9946561234	0.1092031461	0.9946561234	0.9882794187
668	0.9946561234	0.1089280057	0.9946561234	0.9882794187
669	0.9946561234	0.1087240381	0.9946561234	0.9882794187
670	0.9942348281	0.1085493664	0.9942348281	0.9875790954
671	0.9945640875	0.1082803309	0.9945640875	0.9880478088
672	0.9946561234	0.1080287411	0.9946561234	0.9882794187
673	0.9947481765	0.1079641828	0.9947481765	0.9885111372
674	0.9948402465	0.1074300361	0.9948402465	0.9887429644
675	0.9948402465	0.107400546	0.9948402465	0.9887429644
676	0.9947481765	0.1072778443	0.9947481765	0.9885111372
677	0.9947481765	0.1070989594	0.9947481765	0.9885111372
678	0.9947481765	0.1069481079	0.9947481765	0.9885111372
679	0.9947481765	0.1067337185	0.9947481765	0.9885111372
680	0.9948402465	0.1065336456	0.9948402465	0.9887429644
681	0.9946561234	0.1063335747	0.9946561234	0.9882794187
682	0.9946561234	0.1062565324	0.9946561234	0.9882794187
683	0.9947481765	0.1060909926	0.9947481765	0.9885111372
684	0.9949323336	0.1058598193	0.9949323336	0.9889749003
685	0.9950244378	0.1057796337	0.9950244378	0.9892069451
686	0.9946950921	0.105536749	0.9946950921	0.9887376818
687	0.994787196	0.1053494015	0.994787196	0.9889697254
688	0.994787196	0.1052684661	0.994787196	0.9889697254
689	0.9950636102	0.1049367425	0.9950636102	0.9896665101
690	0.9950636102	0.1048721496	0.9950636102	0.9896665101
691	0.9953008526	0.1047134759	0.9953008526	0.9899037333
692	0.9953008526	0.1044080492	0.9953008526	0.9899037333
693	0.995537983	0.1041497517	0.995537983	0.9901408451
694	0.995537983	0.1037972274	0.995537983	0.9901408451
695	0.995814552	0.1036921669	0.995814552	0.9908386187
696	0.995814552	0.1033895726	0.995814552	0.9908386187
697	0.995814552	0.1033023336	0.995814552	0.9908386187
698	0.9954852145	0.1030179655	0.9954852145	0.9903688043
699	0.9954852145	0.1028218333	0.9954852145	0.9903688043
700	0.9956696447	0.1026622395	0.9956696447	0.9908343126
701	0.995814552	0.1023399944	0.995814552	0.9908386187
702	0.9959990168	0.1021073392	0.9959990168	0.9913043478
703	0.9959067759	0.1019545892	0.9959067759	0.9910714286
704	0.9960912748	0.101867379	0.9960912748	0.9915373766
705	0.9960912748	0.1017099892	0.9960912748	0.9915373766
706	0.9960912748	0.101446044	0.9960912748	0.9915373766
707	0.9961835499	0.1011380506	0.9961835499	0.9917705149
708	0.9961835499	0.1010258328	0.9961835499	0.9917705149
709	0.996275842	0.1008679873	0.996275842	0.9920037629
710	0.996275842	0.1007377589	0.996275842	0.9920037629
711	0.996275842	0.1004973639	0.996275842	0.9920037629
712	0.996275842	0.1004113024	0.996275842	0.9920037629
713	0.9960912748	0.1003105012	0.9960912748	0.9915373766
714	0.9960912748	0.1002250216	0.9960912748	0.9915373766
715	0.9959990168	0.1000619729	0.9959990168	0.9913043478
716	0.9959067759	0.09979267092	0.9959067759	0.9910714286
717	0.9960912748	0.09961317048	0.9960912748	0.9915373766
718	0.9959990168	0.09957157163	0.9959990168	0.9913043478
719	0.9959990168	0.09950394878	0.9959990168	0.9913043478
720	0.9959067759	0.09935703664	0.9959067759	0.9910714286
721	0.9959067759	0.09919053984	0.9959067759	0.9910714286
722	0.9959990168	0.0988998483	0.9959990168	0.9913043478
723	0.9959990168	0.09863967012	0.9959990168	0.9913043478
724	0.9963282944	0.09833727573	0.9963282944	0.9917743831
725	0.9963282944	0.09819546996	0.9963282944	0.9917743831
726	0.9962360362	0.09797910718	0.9962360362	0.9915413534
727	0.9962360362	0.09774293166	0.9962360362	0.9915413534
728	0.9963807025	0.09750320973	0.9963807025	0.9915453264
729	0.9964729437	0.09738365845	0.9964729437	0.9917782476
730	0.9964729437	0.09718829855	0.9964729437	0.9917782476
731	0.9964729437	0.09715613249	0.9964729437	0.9917782476
732	0.99674977	0.09691192118	0.99674977	0.9924776681
733	0.99674977	0.09661325755	0.99674977	0.9924776681
734	0.99674977	0.09645154573	0.99674977	0.9924776681
735	0.99674977	0.09612217196	0.99674977	0.9924776681
736	0.99674977	0.09594148021	0.99674977	0.9924776681
737	0.9966574775	0.09581706192	0.9966574775	0.9922444183
738	0.9966574775	0.09569714081	0.9966574775	0.9922444183
739	0.9968420795	0.09553724872	0.9968420795	0.9927110275
740	0.9968822024	0.09539122493	0.9968822024	0.9931748647
741	0.9968822024	0.09515733043	0.9968822024	0.9931748647
742	0.9969745803	0.09494851729	0.9969745803	0.9934086629
743	0.99702675	0.09465170867	0.99702675	0.9931780757
744	0.99702675	0.09455295995	0.99702675	0.9931780757
745	0.99702675	0.09437624033	0.99702675	0.9931780757
746	0.99702675	0.09425466018	0.99702675	0.9931780757
747	0.99702675	0.09394816384	0.99702675	0.9931780757
748	0.99702675	0.09362114081	0.99702675	0.9931780757
749	0.99702675	0.09358232481	0.99702675	0.9931780757
750	0.9970788758	0.0933096848	0.9970788758	0.9929478138
751	0.9970788758	0.09321556237	0.9970788758	0.9929478138
752	0.9969344062	0.0929347512	0.9969344062	0.9929444967
753	0.9969344062	0.09263695761	0.9969344062	0.9929444967
754	0.9969344062	0.09256940714	0.9969344062	0.9929444967
755	0.9969344062	0.09241750592	0.9969344062	0.9929444967
756	0.9971712027	0.09204401807	0.9971712027	0.9931812838
757	0.9971712027	0.09178530157	0.9971712027	0.9931812838
758	0.9971712027	0.09163608974	0.9971712027	0.9931812838
759	0.9973559076	0.09146843217	0.9973559076	0.9936485533
760	0.9971712027	0.09124103992	0.9971712027	0.9931812838
761	0.9971712027	0.0912066471	0.9971712027	0.9931812838
762	0.9970788758	0.09101858895	0.9970788758	0.9929478138
763	0.9971712027	0.09087556448	0.9971712027	0.9931812838
764	0.9971712027	0.09069888058	0.9971712027	0.9931812838
765	0.9973559076	0.09051316349	0.9973559076	0.9936485533
766	0.9974482857	0.0903960806	0.9974482857	0.9938823529
767	0.997540681	0.09032810571	0.997540681	0.9941162627
768	0.997540681	0.09015128593	0.997540681	0.9941162627
769	0.997540681	0.08992693919	0.997540681	0.9941162627
770	0.9978179695	0.0897713882	0.9978179695	0.9948186528
771	0.9978179695	0.08958971245	0.9978179695	0.9948186528
772	0.9978179695	0.08948361997	0.9978179695	0.9948186528
773	0.9978179695	0.08940025856	0.9978179695	0.9948186528
774	0.9978179695	0.08931612385	0.9978179695	0.9948186528
775	0.9977255228	0.08908963917	0.9977255228	0.9945844125
776	0.9977255228	0.08883753253	0.9977255228	0.9945844125
777	0.9977255228	0.08876632432	0.9977255228	0.9945844125
778	0.9976330934	0.08866529337	0.9976330934	0.9943502825
779	0.9976330934	0.08846087048	0.9976330934	0.9943502825
780	0.997540681	0.0883276771	0.997540681	0.9941162627
781	0.9974482857	0.08818246229	0.9974482857	0.9938823529
782	0.997540681	0.08795505064	0.997540681	0.9941162627
783	0.9976330934	0.0877273848	0.9976330934	0.9943502825
784	0.9977255228	0.08751090513	0.9977255228	0.9945844125
785	0.9977255228	0.08728506457	0.9977255228	0.9945844125
786	0.9977255228	0.08700694098	0.9977255228	0.9945844125
787	0.9979622081	0.08667305767	0.9979622081	0.9948210923
788	0.9979622081	0.08651145917	0.9979622081	0.9948210923
789	0.9981471187	0.08631059917	0.9981471187	0.9952896844
790	0.9981471187	0.08627803271	0.9981471187	0.9952896844
791	0.9980546549	0.08614698995	0.9980546549	0.9950553332
792	0.9981471187	0.08609143918	0.9981471187	0.9952896844
793	0.9980546549	0.08600307781	0.9980546549	0.9950553332
794	0.9980546549	0.08582892858	0.9980546549	0.9950553332
795	0.9979622081	0.08569567713	0.9979622081	0.9948210923
796	0.9978697786	0.08551826776	0.9978697786	0.9945869616
797	0.9977773661	0.08544286377	0.9977773661	0.9943529412
798	0.9981471187	0.08528979139	0.9981471187	0.9952896844
799	0.998424613	0.08514448273	0.998424613	0.9959934009
800	0.998424613	0.084820392	0.998424613	0.9959934009
801	0.9983320978	0.08467585977	0.9983320978	0.9957587182
802	0.998424613	0.08442733827	0.998424613	0.9959934009
803	0.998424613	0.08436721577	0.998424613	0.9959934009
804	0.9985171454	0.08419016143	0.9985171454	0.9962281942
805	0.9982804597	0.08396606893	0.9982804597	0.9959915114
806	0.9982804597	0.08373501668	0.9982804597	0.9959915114
807	0.9982804597	0.08353114049	0.9982804597	0.9959915114
808	0.9982804597	0.08325670732	0.9982804597	0.9959915114
809	0.9982804597	0.08303693066	0.9982804597	0.9959915114
810	0.9982804597	0.08285127147	0.9982804597	0.9959915114
811	0.9982804597	0.0826699543	0.9982804597	0.9959915114
812	0.9982804597	0.08253431737	0.9982804597	0.9959915114
813	0.9982804597	0.08248330508	0.9982804597	0.9959915114
814	0.9982804597	0.08243766954	0.9982804597	0.9959915114
815	0.9982804597	0.08231065352	0.9982804597	0.9959915114
816	0.9982804597	0.08216843213	0.9982804597	0.9959915114
817	0.9982804597	0.08208393595	0.9982804597	0.9959915114
818	0.9982804597	0.08202723647	0.9982804597	0.9959915114
819	0.9982804597	0.08190830268	0.9982804597	0.9959915114
820	0.998609695	0.08176021738	0.998609695	0.9964630983
821	0.9985171454	0.08154991187	0.9985171454	0.9962281942
822	0.998609695	0.0814393061	0.998609695	0.9964630983
823	0.998609695	0.08131934016	0.998609695	0.9964630983
824	0.998609695	0.08104558135	0.998609695	0.9964630983
825	0.998609695	0.08093539315	0.998609695	0.9964630983
826	0.998609695	0.08076296374	0.998609695	0.9964630983
827	0.9985171454	0.08052565922	0.9985171454	0.9962281942
828	0.9985171454	0.08033171657	0.9985171454	0.9962281942
829	0.9983320978	0.08003157244	0.9983320978	0.9957587182
830	0.9985171454	0.07987851672	0.9985171454	0.9962281942
831	0.998609695	0.07961645165	0.998609695	0.9964630983
832	0.998609695	0.07957925791	0.998609695	0.9964630983
833	0.998609695	0.0795471437	0.998609695	0.9964630983
834	0.998609695	0.07937234874	0.998609695	0.9964630983
835	0.998609695	0.07922056353	0.998609695	0.9964630983
836	0.998609695	0.07907808222	0.998609695	0.9964630983
837	0.998609695	0.07892794804	0.998609695	0.9964630983
838	0.998609695	0.07886793061	0.998609695	0.9964630983
839	0.998609695	0.07877768934	0.998609695	0.9964630983
840	0.998609695	0.07863144422	0.998609695	0.9964630983
841	0.998609695	0.0784603977	0.998609695	0.9964630983
842	0.998609695	0.07829556185	0.998609695	0.9964630983
843	0.998609695	0.07826117968	0.998609695	0.9964630983
844	0.998609695	0.07812432985	0.998609695	0.9964630983
845	0.9985171454	0.07792333125	0.9985171454	0.9962281942
846	0.998609695	0.07762415618	0.998609695	0.9964630983
847	0.998609695	0.07750494031	0.998609695	0.9964630983
848	0.9987948456	0.0773426518	0.9987948456	0.996933239
849	0.9988874466	0.07718399323	0.9988874466	0.9971684757
850	0.9988874466	0.07714298453	0.9988874466	0.9971684757
851	0.9987948456	0.07699318648	0.9987948456	0.996933239
852	0.9987948456	0.07692652919	0.9987948456	0.996933239
853	0.9987948456	0.07688572032	0.9987948456	0.996933239
854	0.9987948456	0.07673190588	0.9987948456	0.996933239
855	0.9987948456	0.07659602717	0.9987948456	0.996933239
856	0.9987022617	0.07650212038	0.9987022617	0.9966981132
857	0.9987022617	0.07629144859	0.9987022617	0.9966981132
858	0.9987948456	0.07604241912	0.9987948456	0.996933239
859	0.9988874466	0.07573148337	0.9988874466	0.9971684757
860	0.9988874466	0.07565681806	0.9988874466	0.9971684757
861	0.9988874466	0.07554272303	0.9988874466	0.9971684757
862	0.9988874466	0.07545448685	0.9988874466	0.9971684757
863	0.9988874466	0.07525226492	0.9988874466	0.9971684757
864	0.9988874466	0.07507706352	0.9988874466	0.9971684757
865	0.9987948456	0.07491935475	0.9987948456	0.996933239
866	0.9988874466	0.07481546701	0.9988874466	0.9971684757
867	0.9988874466	0.07475715118	0.9988874466	0.9971684757
868	0.9987948456	0.0744985592	0.9987948456	0.996933239
869	0.9987948456	0.07440683798	0.9987948456	0.996933239
870	0.9987948456	0.07422181369	0.9987948456	0.996933239
871	0.9987948456	0.07391000939	0.9987948456	0.996933239
872	0.9988874466	0.0736578984	0.9988874466	0.9971684757
873	0.9988874466	0.07348188474	0.9988874466	0.9971684757
874	0.9989800649	0.07334082302	0.9989800649	0.9974038235
875	0.9989800649	0.07321133248	0.9989800649	0.9974038235
876	0.9989800649	0.07302627341	0.9989800649	0.9974038235
877	0.9989800649	0.07289506857	0.9989800649	0.9974038235
878	0.9990727003	0.07283115759	0.9990727003	0.9976392823
879	0.9990727003	0.07271249563	0.9990727003	0.9976392823
880	0.9990727003	0.07259836134	0.9990727003	0.9976392823
881	0.9990727003	0.07236242708	0.9990727003	0.9976392823
882	0.9990727003	0.07225374498	0.9990727003	0.9976392823
883	0.9990727003	0.07216646184	0.9990727003	0.9976392823
884	0.9990727003	0.07206411713	0.9990727003	0.9976392823
885	0.9990727003	0.07192732058	0.9990727003	0.9976392823
886	0.9990727003	0.07186154422	0.9990727003	0.9976392823
887	0.9990727003	0.07169815506	0.9990727003	0.9976392823
888	0.9991653528	0.07167399718	0.9991653528	0.9978748524
889	0.9991653528	0.07160292601	0.9991653528	0.9978748524
890	0.9991653528	0.0713886506	0.9991653528	0.9978748524
891	0.9991653528	0.07128343298	0.9991653528	0.9978748524
892	0.9990727003	0.07118364824	0.9990727003	0.9976392823
893	0.9990727003	0.07094380232	0.9990727003	0.9976392823
894	0.9991653528	0.07081713866	0.9991653528	0.9978748524
895	0.9991653528	0.07063762992	0.9991653528	0.9978748524
896	0.9991653528	0.07055156248	0.9991653528	0.9978748524
897	0.9991653528	0.07042795878	0.9991653528	0.9978748524
898	0.9991653528	0.07006846873	0.9991653528	0.9978748524
899	0.9991653528	0.06997287945	0.9991653528	0.9978748524
900	0.9992580226	0.06986758897	0.9992580226	0.9981105338
901	0.9991653528	0.06973203098	0.9991653528	0.9978748524
902	0.9990727003	0.06965921929	0.9990727003	0.9976392823
903	0.9990727003	0.06952228007	0.9990727003	0.9976392823
904	0.9990727003	0.06940729317	0.9990727003	0.9976392823
905	0.9990727003	0.06921479236	0.9990727003	0.9976392823
906	0.9990727003	0.06905140763	0.9990727003	0.9976392823
907	0.9991653528	0.06892729762	0.9991653528	0.9978748524
908	0.9991653528	0.0687823726	0.9991653528	0.9978748524
909	0.9991653528	0.06863158861	0.9991653528	0.9978748524
910	0.9990727003	0.06849460651	0.9990727003	0.9976392823
911	0.9990727003	0.0684379568	0.9990727003	0.9976392823
912	0.9990727003	0.06829020312	0.9990727003	0.9976392823
913	0.9989800649	0.06806668818	0.9989800649	0.9974038235
914	0.9989800649	0.0679055749	0.9989800649	0.9974038235
915	0.9990727003	0.06781022303	0.9990727003	0.9976392823
916	0.9990727003	0.06754076254	0.9990727003	0.9976392823
917	0.9990727003	0.06747600838	0.9990727003	0.9976392823
918	0.9990727003	0.06736352552	0.9990727003	0.9976392823
919	0.9990727003	0.06727494857	0.9990727003	0.9976392823
920	0.9991653528	0.06717362245	0.9991653528	0.9978748524
921	0.9992580226	0.066962243	0.9992580226	0.9981105338
922	0.9992580226	0.06691132257	0.9992580226	0.9981105338
923	0.9992580226	0.0668805714	0.9992580226	0.9981105338
924	0.9992580226	0.0668570042	0.9992580226	0.9981105338
925	0.9992580226	0.0667283904	0.9992580226	0.9981105338
926	0.9992580226	0.06658372796	0.9992580226	0.9981105338
927	0.9992580226	0.06645439593	0.9992580226	0.9981105338
928	0.9992580226	0.06635464576	0.9992580226	0.9981105338
929	0.9992580226	0.06611731688	0.9992580226	0.9981105338
930	0.9992580226	0.06608311446	0.9992580226	0.9981105338
931	0.9992580226	0.0659855056	0.9992580226	0.9981105338
932	0.9992580226	0.06589098122	0.9992580226	0.9981105338
933	0.9992580226	0.06582635371	0.9992580226	0.9981105338
934	0.9992580226	0.06572961568	0.9992580226	0.9981105338
935	0.9992580226	0.06567274483	0.9992580226	0.9981105338
936	0.9993507096	0.06553870533	0.9993507096	0.9983463265
937	0.9993507096	0.06546307519	0.9993507096	0.9983463265
938	0.9993507096	0.06520229624	0.9993507096	0.9983463265
939	0.9993507096	0.0649578432	0.9993507096	0.9983463265
940	0.9993507096	0.06485941031	0.9993507096	0.9983463265
941	0.9993507096	0.06472187862	0.9993507096	0.9983463265
942	0.9993507096	0.06464774421	0.9993507096	0.9983463265
943	0.9994434137	0.0645005757	0.9994434137	0.9985822306
